pmcid	pmid	doi	journal	year	title	n_oss_packages	packages	pipeline
PMC8281802	34166615	10.1016/j.cell.2021.05.041	Cell	2021	Bacterial Vipp1 and PspA are members of the ancient ESCRT-III membrane-remodeling superfamily.	9	Clustal Omega; GROMACS; HMMER; IQ-TREE; ImageJ; MotionCor2; PHENIX; RELION; VMD	alignment/mapping [Clustal Omega, IQ-TREE, MotionCor2] -> stage not stated [GROMACS, HMMER, ImageJ, PHENIX, RELION v3.1, VMD]
PMC8299217	34352228	10.1016/j.cell.2021.07.023	Cell	2021	Impaired local intrinsic immunity to SARS-CoV-2 infection in severe COVID-19.	13	Bioconductor; ComplexHeatmap; DESeq2; GSEA; Kraken2; R; STAR; Seurat; UMAP; fgsea; ggplot2; scVelo; velocyto	alignment/mapping [STAR, velocyto] -> dimensionality reduction/clustering [UMAP] -> differential/statistical testing [DESeq2 v1.30.0, R, Seurat v3.2.2] -> stage not stated [Bioconductor, ComplexHeatmap v2.7.3, GSEA, Kraken2, fgsea v1.16.0, ggplot2 v3.3.2, scVelo v0.3.0]
PMC8313480	34508652	10.1016/j.cell.2021.07.030	Cell	2021	Emergence of an early SARS-CoV-2 epidemic in the United States.	4	BWA; Pangolin; R; Snakemake	stage not stated [BWA, Pangolin v2.0, R, Snakemake]
PMC8320529	34081922	10.1016/j.cell.2021.05.021	Cell	2021	Secreted gelsolin inhibits DNGR-1-dependent cross-presentation and cancer immunity.	1	GSEA	differential/statistical testing [GSEA v2.2.3]
PMC8357425	34197734	10.1016/j.cell.2021.06.012	Cell	2021	Impaired neural replay of inferred relationships in schizophrenia.	3	FSL; FieldTrip; SPM	alignment/mapping [FieldTrip, SPM] -> differential/statistical testing [FieldTrip, SPM] -> structure determination [FieldTrip, SPM] -> stage not stated [FSL]
PMC8357426	34297924	10.1016/j.cell.2021.06.032	Cell	2021	Virus-encoded histone doublets are essential and form nucleosome-like structures.	8	MAFFT; NAMD; PHENIX; R; RSEM; UCSF Chimera; VMD; edgeR	alignment/mapping [MAFFT] -> quantification [R, RSEM, edgeR] -> normalisation [R, RSEM, edgeR] -> structure determination [PHENIX] -> stage not stated [NAMD, UCSF Chimera, VMD v1.9.3]
PMC8358979	34216540	10.1016/j.cell.2021.06.007	Cell	2021	Polyamine metabolism is a central determinant of helper T cell lineage fidelity.	9	Bowtie2; DESeq2; Galaxy; MACS2; R; Trimmomatic; deepTools; featureCounts; pheatmap	read trimming [Bowtie2, DESeq2, Galaxy, MACS2, Trimmomatic, deepTools, featureCounts] -> alignment/mapping [R, deepTools] -> quantification [R, deepTools] -> normalisation [R] -> dimensionality reduction/clustering [pheatmap] -> differential/statistical testing [R] -> visualisation [R]
PMC8367733	34499854	10.1016/j.cell.2021.08.014	Cell	2021	Generation and transmission of interlineage recombinants in the SARS-CoV-2 pandemic.	6	IQ-TREE; Pangolin; Python; SAMtools; TreeTime; minimap2	alignment/mapping [Pangolin, minimap2] -> variant calling [Python] -> structure determination [IQ-TREE v2.1] -> stage not stated [SAMtools, TreeTime]
PMC8373821	34492226	10.1016/j.cell.2021.08.016	Cell	2021	The interferon landscape along the respiratory tract impacts the severity of COVID-19.	3	ComplexHeatmap; GSEA; MACS2	stage not stated [ComplexHeatmap, GSEA, MACS2]
PMC8381240	34166614	10.1016/j.cell.2021.05.020	Cell	2021	Endogenous retroviruses promote homeostatic and inflammatory responses to the microbiota.	8	DESeq2; FastQC; HOMER; Metascape; R; STAR; Seurat; UMAP	quality control [DESeq2, FastQC] -> alignment/mapping [Metascape, R v4.05, STAR, Seurat] -> dimensionality reduction/clustering [UMAP] -> stage not stated [HOMER]
PMC8382160	34302739	10.1016/j.cell.2021.07.002	Cell	2021	Functional diversity for body actions in the mesencephalic locomotor region.	7	DeepLabCut; Python; R; SciPy; ilastik; scikit-learn; seaborn	differential/statistical testing [R, scikit-learn] -> visualisation [seaborn] -> stage not stated [DeepLabCut, Python v3.7, SciPy, ilastik v1.1.5]
PMC8382161	34297925	10.1016/j.cell.2021.06.033	Cell	2021	Genome-wide gene expression tuning reveals diverse vulnerabilities of M. tuberculosis.	5	BLAST; Python; SciPy; Stan; statsmodels	alignment/mapping [Python v2.7.18, SciPy v1.2.2] -> stage not stated [BLAST, Stan v2.19.3, statsmodels v0.10.1]
PMC8421097	34537136	10.1016/j.cell.2021.09.003	Cell	2021	The emergence and ongoing convergent evolution of the SARS-CoV-2 N501Y lineages.	3	MAFFT; Pangolin; Python	alignment/mapping [MAFFT] -> dimensionality reduction/clustering [MAFFT] -> visualisation [Python] -> stage not stated [Pangolin]
PMC8440233	34619077	10.1016/j.cell.2021.09.015	Cell	2021	Elicitation of broadly protective sarbecovirus immunity by receptor-binding domain nanoparticle vaccines.	2	ChimeraX; Pangolin	stage not stated [ChimeraX, Pangolin]
PMC8445022	34352227	10.1016/j.cell.2021.07.013	Cell	2021	The genomic history of the Middle East.	5	ADMIXTURE; BCFtools; GATK; RAxML; SAMtools	stage not stated [ADMIXTURE, BCFtools v1.9, GATK v3.7, RAxML v8.2.10, SAMtools]
PMC8445024	34380047	10.1016/j.cell.2021.07.018	Cell	2021	TDP-43 condensation properties specify its RNA-binding and regulatory repertoire.	8	BEDTools; Cutadapt; DESeq2; FastQC; Fiji; ImageJ; Python; Snakemake	quality control [FastQC] -> read trimming [Cutadapt, FastQC] -> alignment/mapping [BEDTools] -> quantification [Cutadapt, DESeq2] -> normalisation [DESeq2] -> differential/statistical testing [Fiji, ImageJ, Snakemake v5.31.1] -> visualisation [DESeq2] -> stage not stated [Python v3.7.3]
PMC8445025	34380046	10.1016/j.cell.2021.07.017	Cell	2021	Whole-body integration of gene expression and single-cell morphology.	13	BigStitcher; Bioconductor; ImageJ; NetworkX; NumPy; Python; SciPy; Snakemake; UMAP; ilastik; scikit-image; scikit-learn; tidyverse	dimensionality reduction/clustering [ImageJ, Python, Snakemake, UMAP, ilastik, scikit-image, scikit-learn] -> visualisation [BigStitcher] -> stage not stated [Bioconductor, NetworkX, NumPy, SciPy, tidyverse]
PMC8459317	34450027	10.1016/j.cell.2021.07.038	Cell	2021	Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.	10	BLAST; DESeq2; FUMA; GCTA; GEMMA; IMPUTE2; LDSC; PLINK; R; limma	quality control [IMPUTE2, R] -> variant calling [IMPUTE2] -> quantification [limma] -> normalisation [DESeq2 v1.20] -> differential/statistical testing [DESeq2 v1.20, R, limma] -> stage not stated [BLAST, FUMA, GCTA, GEMMA, LDSC, PLINK v1.9]
PMC8519781	34735795	10.1016/j.cell.2021.10.011	Cell	2021	Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.	1	R	stage not stated [R v4.0.4]
PMC8525514	34536345	10.1016/j.cell.2021.08.029	Cell	2021	Parasitic modulation of host development by ubiquitin-independent protein degradation.	3	Fiji; ImageJ; MUSCLE	alignment/mapping [MUSCLE v3.8.31] -> stage not stated [Fiji, ImageJ]
PMC8527836	34555357	10.1016/j.cell.2021.09.007	Cell	2021	Microglia jointly degrade fibrillar alpha-synuclein cargo by distribution through tunneling nanotubes.	7	CellProfiler; Cytoscape; Fiji; ImageJ; STAR; ggplot2; tidyverse	alignment/mapping [STAR v2.5.3a] -> dimensionality reduction/clustering [Cytoscape] -> stage not stated [CellProfiler, Fiji, ImageJ, ggplot2, tidyverse]
PMC8563363	34624221	10.1016/j.cell.2021.09.016	Cell	2021	"Cohesin mediates DNA loop extrusion by a ""swing and clamp"" mechanism."	1	ImageJ	quantification [ImageJ]
PMC8564600	34798069	10.1016/j.cell.2021.10.027	Cell	2021	Visualizing in deceased COVID-19 patients how SARS-CoV-2 attacks the respiratory and olfactory mucosae but spares the olfactory bulb.	3	Bioconductor; R; fgsea	stage not stated [Bioconductor, R v4.1, fgsea]
PMC8577993	34838159	10.1016/j.cell.2021.11.004	Cell	2021	Identification of a therapeutic interfering particle-A single-dose SARS-CoV-2 antiviral intervention with a high barrier to resistance.	8	DESeq2; ImageJ; Matplotlib; NumPy; Python; SciPy; featureCounts; seaborn	quantification [DESeq2, featureCounts] -> simulation/modelling [Python] -> visualisation [Matplotlib v3.3.3, seaborn v0.11.0] -> stage not stated [ImageJ, NumPy v1.19.4, SciPy v1.5.4]
PMC8595878	34715025	10.1016/j.cell.2021.10.007	Cell	2021	De novo identification of mammalian ciliary motility proteins using cryo-EM.	7	CCP4; ChimeraX; Coot; ImageJ; MotionCor2; PHENIX; RELION	registration [MotionCor2] -> structure determination [PHENIX] -> stage not stated [CCP4, ChimeraX, Coot v0.9, ImageJ v1.44d, RELION v3.1]
PMC8598942	34852237	10.1016/j.cell.2021.11.023	Cell	2021	A defective viral genome strategy elicits broad protective immunity against respiratory viruses.	4	Cufflinks; ImageJ; TopHat; ggplot2	differential/statistical testing [Cufflinks, TopHat] -> visualisation [ggplot2] -> stage not stated [ImageJ]
PMC8603072	34910927	10.1016/j.cell.2021.11.026	Cell	2021	Population impact of SARS-CoV-2 variants with enhanced transmissibility and/or partial immune escape.	1	R	stage not stated [R v4.1.0]
PMC8626230	34914922	10.1016/j.cell.2021.11.033	Cell	2021	SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.	22	AnnData; CellChat; CellProfiler; GSEA; Matplotlib; NumPy; Python; QuPath; R; Scanpy; SciPy; Seurat; UMAP; clusterProfiler; data.table; ggplot2; ggpubr; igraph; ilastik; pheatmap; seaborn; tidyverse	dimensionality reduction/clustering [AnnData v0.7.4, CellChat v0.5.5, UMAP, clusterProfiler v3.14.3, ggpubr v0.4.0, igraph, tidyverse v1.0.2] -> machine learning [AnnData v0.7.4] -> visualisation [UMAP] -> stage not stated [CellProfiler v3.1.8, GSEA v2.0, Matplotlib v3.3.3, NumPy v1.20.3, Python v3.7.8, QuPath, R v3.6, Scanpy, SciPy v1.5.2, Seurat v3.2.2, data.table, ggplot2 v3.3.2, ilastik v1.3.2, pheatmap v1.0.12, seaborn v0.10.1]
PMC8724787	34852239	10.1016/j.cell.2021.11.010	Cell	2021	The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.	7	CCP4; ChimeraX; Clustal Omega; PHENIX; PyMOL; RELION; UCSF Chimera	alignment/mapping [Clustal Omega] -> stage not stated [CCP4, ChimeraX v1.2.5, PHENIX v1.14, PyMOL, RELION v2.1, UCSF Chimera v1.11.2]
PMC8802628	34320407	10.1016/j.cell.2021.07.004	Cell	2021	Selective activation of PFKL suppresses the phagocytic oxidative burst.	4	MotionCor2; PHENIX; R; RELION	alignment/mapping [MotionCor2] -> structure determination [RELION] -> stage not stated [PHENIX, R v3.5.0]
PMC8822455	34890551	10.1016/j.cell.2021.11.017	Cell	2021	Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.	7	GATK; Mutect2; Picard; Python; R; RSEM; Seurat	quality control [RSEM] -> alignment/mapping [GATK v1.6] -> registration [GATK v1.6] -> differential/statistical testing [R v4.0] -> stage not stated [Mutect2 v1.1.45, Picard, Python v3.7.4, Seurat v2.3.4]
PMC8941949	34910928	10.1016/j.cell.2021.11.031	Cell	2021	Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.	19	ANNOVAR; AnnData; BWA; Cytoscape; Dask; GATK; GSEA; Mutect2; NumPy; Picard; R; SCENIC; STAR; Scanpy; UMAP; emmeans; scVelo; seaborn; velocyto	read trimming [STAR] -> alignment/mapping [BWA, GATK, STAR] -> variant calling [GATK] -> quantification [STAR] -> normalisation [NumPy, UMAP, seaborn, velocyto] -> dimensionality reduction/clustering [Cytoscape, SCENIC, UMAP, scVelo v0.2.3] -> differential/statistical testing [GSEA, R] -> structure determination [GATK] -> machine learning [R] -> visualisation [Cytoscape, scVelo v0.2.3, seaborn] -> stage not stated [ANNOVAR, AnnData, Dask, Mutect2, Picard, Scanpy, emmeans]
PMC10030194	36368322	10.1016/j.cell.2022.10.018	Cell	2022	Membrane phosphoinositides regulate GPCR-β-arrestin complex assembly and dynamics.	3	ImageJ; R; tidyverse	quantification [ImageJ] -> dimensionality reduction/clustering [tidyverse] -> differential/statistical testing [R]
PMC10069481	36261039	10.1016/j.cell.2022.09.034	Cell	2022	Differential mosquito attraction to humans is associated with skin-derived carboxylic acid levels.	1	R	differential/statistical testing [R v4.0.5]
PMC10387374	36113428	10.1016/j.cell.2022.08.019	Cell	2022	Cell-type-specific population dynamics of diverse reward computations.	3	DeepLabCut; Kilosort; Python	quality control [Kilosort v2.5] -> stage not stated [DeepLabCut, Python]
PMC11605990	36563666	10.1016/j.cell.2022.11.022	Cell	2022	A brainstem integrator for self-location memory and positional homeostasis in zebrafish.	2	ANTs; Python	differential/statistical testing [Python] -> stage not stated [ANTs]
PMC7618435	36493756	10.1016/j.cell.2022.11.005	Cell	2022	A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates.	18	ArchR; BLAST; CellPhoneDB; ComplexHeatmap; ImageJ; MACS2; Monocle; R; SCENIC; Scanpy; Seurat; SoupX; UMAP; clusterProfiler; scDblFinder; scVelo; scikit-learn; velocyto	quantification [velocyto] -> dimensionality reduction/clustering [UMAP, clusterProfiler] -> visualisation [R] -> stage not stated [ArchR, BLAST v2.12.0, CellPhoneDB, ComplexHeatmap v2.6.2, ImageJ, MACS2, Monocle, SCENIC, Scanpy, Seurat v3.2.2, SoupX, scDblFinder v0.2.1, scVelo, scikit-learn]
PMC8639396	34921774	10.1016/j.cell.2021.12.002	Cell	2022	Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.	1	R	stage not stated [R v4.0]
PMC8695126	35051367	10.1016/j.cell.2021.12.027	Cell	2022	Transmission from vaccinated individuals in a large SARS-CoV-2 Delta variant outbreak.	4	Matplotlib; Nextstrain; R; SciPy	dimensionality reduction/clustering [Matplotlib] -> differential/statistical testing [SciPy] -> visualisation [Matplotlib] -> stage not stated [Nextstrain v3.0.3, R]
PMC8695127	35026152	10.1016/j.cell.2021.12.026	Cell	2022	SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.	4	R; data.table; ggplot2; igraph	stage not stated [R, data.table, ggplot2, igraph]
PMC8702401	35026151	10.1016/j.cell.2021.12.032	Cell	2022	The Omicron variant is highly resistant against antibody-mediated neutralization: Implications for control of the COVID-19 pandemic.	1	Pangolin	stage not stated [Pangolin]
PMC8712270	35032429	10.1016/j.cell.2021.12.040	Cell	2022	Complement activation induces excessive T cell cytotoxicity in severe COVID-19.	14	Bioconductor; ComplexHeatmap; Cutadapt; Cytoscape; DESeq2; GSEA; MACS2; R; Seurat; UMAP; fgsea; ggplot2; lme4; pheatmap	normalisation [DESeq2] -> dimensionality reduction/clustering [Bioconductor, UMAP] -> differential/statistical testing [GSEA] -> visualisation [ggplot2, pheatmap] -> stage not stated [ComplexHeatmap, Cutadapt, Cytoscape, MACS2, R, Seurat, fgsea, lme4]
PMC8723827	35081335	10.1016/j.cell.2021.12.046	Cell	2022	SARS-CoV-2 Omicron-B.1.1.529 leads to widespread escape from neutralizing antibody responses.	4	AlphaFold; PHENIX; PyMOL; Python	differential/statistical testing [Python v3.7] -> stage not stated [AlphaFold v0.01, PHENIX, PyMOL]
PMC8733278	35093192	10.1016/j.cell.2022.01.001	Cell	2022	Receptor binding and complex structures of human ACE2 to spike RBD from omicron and delta SARS-CoV-2.	4	MotionCor2; PHENIX; PyMOL; RELION	stage not stated [MotionCor2, PHENIX, PyMOL, RELION]
PMC8733787	34995482	10.1016/j.cell.2021.12.033	Cell	2022	mRNA-based COVID-19 vaccine boosters induce neutralizing immunity against SARS-CoV-2 Omicron variant.	1	R	stage not stated [R v4.0]
PMC8740935	34995520	10.1016/j.cell.2021.12.008	Cell	2022	Limb development genes underlie variation in human fingerprint patterns.	7	Cytoscape; GCTA; IMPUTE2; ImageJ; PLINK; R; SHAPEIT	stage not stated [Cytoscape, GCTA, IMPUTE2, ImageJ, PLINK v1.9, R v3.6, SHAPEIT]
PMC8769922	35123650	10.1016/j.cell.2022.01.011	Cell	2022	SARS-CoV-2 breakthrough infections elicit potent, broad, and durable neutralizing antibody responses.	2	Nextstrain; Pangolin	stage not stated [Nextstrain v1.0.0, Pangolin]
PMC8776501	35216673	10.1016/j.cell.2022.01.012	Cell	2022	A blood atlas of COVID-19 defines hallmarks of disease severity and specificity.	32	AnnData; ArchR; Cytoscape; Docker; FastQC; GATK; GSEA; MACS2; Matplotlib; NumPy; Picard; Python; R; SAMtools; STAR; Scanpy; SciPy; Seurat; Trim Galore; UMAP; WGCNA; edgeR; featureCounts; fgsea; ggplot2; limma; scDblFinder; scVelo; scikit-learn; seaborn; survival (R); velocyto	quality control [FastQC, Scanpy, featureCounts, fgsea] -> read trimming [FastQC, STAR v2.7.3, edgeR] -> alignment/mapping [Python, STAR v2.7.3] -> variant calling [GATK, featureCounts, fgsea] -> dimensionality reduction/clustering [FastQC, Python, R, Trim Galore, UMAP, featureCounts, fgsea, survival (R), velocyto] -> differential/statistical testing [GSEA] -> visualisation [AnnData, survival (R)] -> stage not stated [ArchR, Cytoscape, Docker, MACS2, Matplotlib, NumPy, Picard, SAMtools, SciPy, Seurat, WGCNA, ggplot2, limma, scDblFinder, scVelo, scikit-learn, seaborn]
PMC8786601	35148837	10.1016/j.cell.2022.01.018	Cell	2022	Immune imprinting, breadth of variant recognition, and germinal center response in human SARS-CoV-2 infection and vaccination.	8	Matplotlib; NumPy; QuPath; R; SciPy; ggplot2; scikit-learn; seaborn	dimensionality reduction/clustering [NumPy v1.19.1, scikit-learn v1.0] -> visualisation [SciPy v1.6.2] -> stage not stated [Matplotlib v3.3.2, QuPath v0.2.3, R v4.0.5, ggplot2, seaborn v0.11.2]
PMC8786603	35120603	10.1016/j.cell.2022.01.019	Cell	2022	Structural and functional characterizations of infectivity and immune evasion of SARS-CoV-2 Omicron.	8	CTFFIND; ChimeraX; Coot; MotionCor2; PHENIX; RELION; UCSF Chimera; igraph	structure determination [Coot] -> stage not stated [CTFFIND, ChimeraX, MotionCor2, PHENIX, RELION v3.07, UCSF Chimera, igraph v1.2.5]
PMC8786632	35216672	10.1016/j.cell.2022.01.014	Cell	2022	Multiple early factors anticipate post-acute COVID-19 sequelae.	10	BLAST; GSVA; Pilon; R; Scanpy; SciPy; UMAP; XGBoost; scDblFinder; scikit-learn	dimensionality reduction/clustering [Scanpy v1.6.0, UMAP v0.5.1, scDblFinder v0.2.1] -> differential/statistical testing [SciPy, XGBoost] -> stage not stated [BLAST v2.12.0, GSVA, Pilon, R, scikit-learn v0.24.2]
PMC8792442	35063072	10.1016/j.cell.2021.12.023	Cell	2022	Transition to invasive breast cancer is associated with progressive changes in the structure and composition of tumor stroma.	14	Bioconductor; DESeq2; GSEA; ImageJ; Matplotlib; NumPy; Python; R; SciPy; clusterProfiler; pheatmap; seaborn; statsmodels; xarray	quantification [ImageJ] -> normalisation [DESeq2] -> dimensionality reduction/clustering [Bioconductor, R v1.16.0, clusterProfiler v3.19.0] -> visualisation [Matplotlib, Python, pheatmap, seaborn] -> stage not stated [GSEA, NumPy, SciPy, statsmodels, xarray]
PMC8808699	35180380	10.1016/j.cell.2022.01.024	Cell	2022	Non-cell-autonomous disruption of nuclear architecture as a potential cause of COVID-19-induced anosmia.	11	BWA; DESeq2; GSEA; ImageJ; R; SAMtools; Seurat; UMAP; featureCounts; ggplot2; pheatmap	alignment/mapping [BWA v0.7.17, featureCounts] -> quantification [featureCounts] -> dimensionality reduction/clustering [UMAP] -> stage not stated [DESeq2, GSEA, ImageJ, R v4.0.5, SAMtools, Seurat, ggplot2, pheatmap]
